user,text
PewtressG,@Mike_Pence You are NOT American! You are NOT Christian!
ryanhubris,@Mike_Pence They called you an @sslicking #dog #Loser
Lisa58076253,"@Mike_Pence @Perduesenate @KLoeffler Currently: 107,000+ HOSPITALIZATIONS The GOP leadership has utterly failed to… https://t.co/feZapm8xJ7"
TimbreRoberts,"@Mike_Pence The agenda of the Radical Right is dangerous to America: ever-increasing militarism, white racism, anti… https://t.co/dtGyS6kJRN"
RobertSalines,@Mike_Pence That he Does. Then 10 to 20 years for treason  and another 5 to 10 for impersonating a president.
dougfroe369,@Mike_Pence Sure does and that Epstein lady hooker escort black book accountant deserves her and their date in cour… https://t.co/5U1h18K6S9
StephenLoranc,"@Mike_Pence I’m not your fellow anything, traitor."
goldbergd9,@Mike_Pence @VP @realDonaldTrump Loved your prance clapping in GA yesterday! More please. 👏 🤡
KatsunobuKura10,@Mike_Pence 🇺🇸😍👍
Marcin_A_L,@Mike_Pence @realDonaldTrump Hmm seems like that’s not true as other countries didn’t have Operation Warp Speed &amp; U… https://t.co/AxN7ZgiaLM
Bobby89552316,@Mike_Pence Sad. You lie almost as much as Trump. https://t.co/0f609xwb0r
KBishopMassey,"@Mike_Pence But if you do vote, they will invalidate it if it's not what they want."
Steve1Rod1Burch,@Mike_Pence @VP If this crap was good where are we giving it to they elderly in nursing homes first instead of our… https://t.co/fYNXfQeX7U
SammyBytes,"@Mike_Pence @Perduesenate @KLoeffler I can't wait, as a Canadian, for you to just go away. You and Drumpf have made… https://t.co/W9h4U6u3x2"
SAStanleyNOFO,"RT @mikedrake178: @Mike_Pence Fascinating phrasing with the whole “my fellow Americans” followed by “if *you* don’t vote, *they* win.”   Al…"
GaceyM,@Mike_Pence Go Trump/Pence - Ban Jewish ownership of Media.  Save the USA.
RichieInTopanga,"@Mike_Pence @Perduesenate @KLoeffler Hey Mike, Did you forget to tell people that your in charge of the pandemic an… https://t.co/yQmNnC9hbe"
SusanHaythornt1,@Mike_Pence Don't vote! It is rigged and a stolen election! They will steal it all!
RWoodwa31597327,@Mike_Pence Bullshit.
hattorisaizo,"@Mike_Pence @Perduesenate @KLoeffler You've been a wonderful Vice President. I'm sick of Trump. In four years, please become President."
basochristos,@Mike_Pence Asinine fear inciting language. There is nothing to support Democrats decreasing Government/defense fun… https://t.co/csiPm6HtdB
DistractedSusan,"@Mike_Pence 2/ We respond to issues based on fact, not lies &amp; we act appropriately as human beings. We accept defea… https://t.co/zZfMZx9wBr"
DistractedSusan,"@Mike_Pence Please don't refer to me as your ""fellow American"".  MY fellow #americans are honest &amp; believe in democ… https://t.co/QhHzr7H3N1"
jpisula,@Mike_Pence @Perduesenate @KLoeffler They’ve already fought for integrity in the White House by electing Biden!!! N… https://t.co/dgMRpQ8R7S
Sadpota85264620,@Mike_Pence did you enjoy the movie mall cop
BeeronB,@Mike_Pence @realDonaldTrump @Perduesenate @KLoeffler You are going to hell Liar
bealtaine01,"@Mike_Pence Raising taxes on the rich, as you well know. #CashReliefNow"
conular2,"@Mike_Pence @VP @realDonaldTrump 25th amendment now.  This crazy mf'r killed 300,000 americans with your blessings.… https://t.co/WVoxUutC3V"
sarah_perchard,@Mike_Pence @VP @realDonaldTrump You absolute MORON  We already have it here in the UK!
Yazzster,@Mike_Pence Whose gonna protect us against the radical right.  Why don’t you protect us.
Wilson53055839,@Mike_Pence That's the exact message Joe and Kamala gave us during their 2020 campaign .   It worked then and it wi… https://t.co/3oNJT90jhx
Dale749,@Mike_Pence @Perduesenate @KLoeffler Drain the swamp....remove the communists
Noemis3162,@Mike_Pence He deserves time in JAIL!
OdiceAdriana,"@Mike_Pence @VP @realDonaldTrump Under his and your ""leadership"", more american citizens have died from COVID19 tha… https://t.co/AwXglht0mD"
PoopyPeepl,@Mike_Pence https://t.co/1KhjfNoVqr
kari1959,@Mike_Pence @Perduesenate @KLoeffler Vote them in. Stop the Corruption in your state.
hotjimbo007,@Mike_Pence What a complete waste of time and money. President Chump lost by over 7m votes. If you continue you hop… https://t.co/HhS5fzzQdz
sndylwrnc,@Mike_Pence Please make this happen !  We can’t have Biden as president . He and the radical left will destroy our… https://t.co/OsmnVOGbFz
mastor1,@Mike_Pence You do have an attorney don't you Mr. Vice President? I heard you're going to need one. Get your affair… https://t.co/DxQuFbG0rP
crazyforscones,@Mike_Pence @Perduesenate @KLoeffler isn’t integrity of elections an issue in 50 states? Where is the case for the… https://t.co/6GrLDUxaHG
LilBtch1103,@Mike_Pence A fucking Federal mask mandate would have been a hell of a lot cheaper &amp; would have mitigated the rise… https://t.co/c6ErXeBgRp
jpisula,"@Mike_Pence Miracle no, it’s called science, the product of hard working scientists!!! If you and Donnie had listen… https://t.co/QVG6muUxGP"
knowingwhy,"@Mike_Pence trust me your fellow Americans, just not the ones you call Americans, are going to vote ALSO, you'll fo… https://t.co/tyvopvSUSg"
P210Mark,@Mike_Pence He will get his well deserved day in court (next year)... followed by his well deserved days in prison.
markjmiller57,@Mike_Pence @JasonMillerinDC Then you are done
Kathlee12624110,@Mike_Pence Christian?? https://t.co/mIoKv9wsiZ
PamShumate59,@Mike_Pence WE FIRED YOU..............YOU ARE NOBODY !
Sudoplatov,@Mike_Pence Americans did vote. And @realDonaldTrump lost. #TrumpIsACompleteFailure #LoserOfTheYear
marlinthome,@Mike_Pence Where is Bill Barr - Where is Christopher Wray?   Where are these so called Patriots for Our President's Defense?
eldave51,"@Mike_Pence @VP @realDonaldTrump We hold computers in our hand, of course the vaccine was produced faster."
grahamru1,"@Mike_Pence @VP Heil Comrade Commissar Benedict Donald Rasputin Rumpski, the toilet bowl content dumpski, son of mo… https://t.co/I81xED9mrw"
HuntyShadeFish,@Mike_Pence #StopFakeChristians
SycoRed420,@Mike_Pence https://t.co/Lvh1pleNEP
grahamru1,"@Mike_Pence @VP @realDonaldTrump Heil Comrade Commissar Benedict Donald Rasputin Rumpski, the toilet bowl content d… https://t.co/kP9tWCa1lP"
grahamru1,"@Mike_Pence @VP @realDonaldTrump @SpaceForceDoD Heil Comrade Commissar Benedict Donald Rasputin Rumpski, the toilet… https://t.co/qVXQPa85jH"
grahamru1,"@Mike_Pence @VP Heil Comrade Commissar Benedict Donald Rasputin Rumpski, the toilet bowl content dumpski, son of mo… https://t.co/qSJiKvoiZX"
grahamru1,"@Mike_Pence @VP Heil Comrade Commissar Benedict Donald Rasputin Rumpski, the toilet bowl content dumpski, son of mo… https://t.co/P9eHIkCa4M"
grahamru1,"@Mike_Pence @VP Heil Comrade Commissar Benedict Donald Rasputin Rumpski, the toilet bowl content dumpski, son of mo… https://t.co/CesaIUtnpr"
grahamru1,"@Mike_Pence @VP Heil Comrade Commissar Benedict Donald Rasputin Rumpski, the toilet bowl content dumpski, son of mo… https://t.co/NNzMA9rly4"
SpyDoggie,RT @Rhaegaro: @Mike_Pence 3k people dying a day in the U.S. now.  And here the Coronavirus Task Force Leader pats himself on the back.
grahamru1,"@Mike_Pence @VP @realDonaldTrump Heil Comrade Commissar Benedict Donald Rasputin Rumpski, the toilet bowl content d… https://t.co/OS042qmEgG"
LiberatedMiss,RT @LiberatedMiss: @Mike_Pence Magna- Carta Trumps  ASS out of the White House
LiberatedMiss,@Mike_Pence Magna- Carta Trumps  ASS out of the White House
sdjohnson3200,"@Mike_Pence United States #TrumpVirus Cases: 16,044,308 + 210,201/day Deaths: 299,751 + 2,259/day @VP #PenceKnew… https://t.co/3E9Y6JtemK"
grahamru1,"@Mike_Pence @VP @henrymcmaster Heil Comrade Commissar Benedict Donald Rasputin Rumpski, the toilet bowl content dum… https://t.co/TVueLXh4bL"
grahamru1,"@Mike_Pence @VP @UofSCSOMG Heil Comrade Commissar Benedict Donald Rasputin Rumpski, the toilet bowl content dumpski… https://t.co/RQ2cZhavKl"
sdjohnson3200,"@Mike_Pence United States #TrumpVirus Cases: 16,044,308 + 210,201/day Deaths: 299,751 + 2,259/day @VP #PenceKnew… https://t.co/6vq1vCpyfr"
grahamru1,"@Mike_Pence @VP @realDonaldTrump Heil Comrade Commissar Benedict Donald Rasputin Rumpski, the toilet bowl content d… https://t.co/NE8maUvXda"
MarieDevine,@Mike_Pence NOT logical to give vaccine to elderly in nursing homes; putting Covid in that already causes fever and… https://t.co/t3JrmaIHSA
SentOff88,@Mike_Pence The idea Trump is after fairness or justice here is completely laughable.  He lost the election.  So no… https://t.co/yiLzFCW12B
CronFest,@Mike_Pence If Democrats are in charge things get better for all of Republicans are in charge things get better for… https://t.co/ZoPR8rAPzT
GeorgeC94308079,@Mike_Pence https://t.co/tWVX4eiDlK
JZResearch,@Mike_Pence We did vote and you and Trump lost. Time to pack!
chrismannix9,@Mike_Pence It’s not even out yet how can it be a miracle ... asshole
ildarsky,@Mike_Pence What about Russia?
NanaMof5,@Mike_Pence @VP @realDonaldTrump Thanks goes to @JoeBiden
GeorgeC94308079,"@Mike_Pence You also said there would be no second wave and the press was being alarmist about Covid. 300,000 DEAD… https://t.co/PEp6n7RG3E"
supremelilibet,@Mike_Pence @VP @realDonaldTrump Saw the Pence Prance-clap. So gay. Glad you are finally coming out.
spb8995,"@Mike_Pence Yes he does, to go to jail or not"
Colette25548724,"@Mike_Pence @VP Who cares, much more important issues going on in our country COVID  !!!"
MarieDevine,"@Mike_Pence God makes miracles, He warned NOT be tested; NOT take medicines: and NOT take VACCINES=CONTROLL.  See L… https://t.co/XfXRc08dbU"
StacyWellbrook,@Mike_Pence @WhiteHouse Happy Hanukkah to you and your family Mr. Vice President.
DanBarr76744816,@Mike_Pence People are dying and the band plays on
John53446708,@Mike_Pence This is what Trump deserves https://t.co/LuTh2kXqzG
RaymondVU7,@Mike_Pence @polomagayes @Perduesenate @KLoeffler MAGA! Thanks
SuzanneSimnick,"@Mike_Pence STHU, TRAITOR."
WatermelonBloke,@Mike_Pence @Perduesenate @KLoeffler Looks like a Seig Heil in the shot on the left. Wouldn't be surprised. This is who the GOP are now.
peekaboo223,"@Mike_Pence Stop with the fear mongering, you did nothing to stop this pandemic your just as guilty as trumpy pooh"
WatermelonBloke,@Mike_Pence Pences cowardice for not invoking the 25th Amendment will be known for all history. Trump is a blasphem… https://t.co/CYuqgDpRpv
JBinVA1,@Mike_Pence Pence also says a lot of crazy stuff too
need_wake,@Mike_Pence Yes he does
Jd84377068,@Mike_Pence @realDonaldTrump You are the corona virus task force leader.  Look what you got us into.  We need new l… https://t.co/dGi6E0Ayqe
Rhaegaro,@Mike_Pence 3k people dying a day in the U.S. now.  And here the Coronavirus Task Force Leader pats himself on the back.
SGreenbud,@Mike_Pence For someone who's political ideology is AGAINST wasting tax dollars on frivolous expenses. Wouldn't you… https://t.co/rAtpusXMzy
FuriousHater,@Mike_Pence @Perduesenate @KLoeffler Our VP just tweeted out a pic of a Nazi salute. I hate this administration. https://t.co/qkFcC1KIrm
HFB66,@Mike_Pence The only thing that you and Trump deserve is moving vans.
Tiger8568739031,"@Mike_Pence Look I can post youtube videos too, can I be President? https://t.co/ryCGngQXuK Congrats on Pence for e… https://t.co/WMysPb13Sl"
fsuoriole8,@Mike_Pence You are a disappointment! ☹️
GregJ1234567890,@Mike_Pence @JasonMillerinDC You’re neither a scientist nor a physician.
rockcandymountn,"@Mike_Pence We did vote. ""They"" won. People. The left. Us."
kwrubel,@Mike_Pence He has had more than he deserves at this point. Should have legal consequences for the havin he is creating. Pathetic
dfrntdrmmr,"@Mike_Pence Republicans, remember this, if you vote in Georgia...the flies win. https://t.co/6Fd6hnWKcg"
bakerjjpurple,@Mike_Pence How about the bounties on American soldiers? you guys have not addressed that at all!! you’re talking a… https://t.co/5rdQO9isQW
StevenCJones2,@Mike_Pence Dear Mr Vice President. Why aren't corrupt politicians in Washington DC EVER held accountable for break… https://t.co/kl1vEEmjwd
angieesslinger,@Mike_Pence @realDonaldTrump It had zero to do with Warp Speed. @pfizer took no U.S. money. #Liars
HelenCarbone,@Mike_Pence @Perduesenate @KLoeffler https://t.co/BJMQcyVm68
seinbrucker,RT @streetnamemuse: @Mike_Pence Your legacy in three pictures: https://t.co/oiQyc7bMvY
OllieOn12th,"@Mike_Pence @Perduesenate @KLoeffler I’ve seen the light of the #GOP. I know that for America to thrive, #GASenate… https://t.co/ZH0PWh10xV"
cruisewithnancy,@Mike_Pence I hope you and your family have a wonderful Christmas. The lord is all that matters!
LemeritusPrime,@Mike_Pence @JasonMillerinDC TRANSLATION: We will never stop fighting to overturn the will of the American people b… https://t.co/oFrpy5jENy
seinbrucker,"@Mike_Pence Gonna be fighting a lonnnnnnnng time. Oh, and if you haven't already heard, 'When President Trump retur… https://t.co/OFPOwa8HTL"
casey81718900,@Mike_Pence Liar and idiot
Twestytwesty,@Mike_Pence Go back to Indiana and stay there Pennis.
joelmunozjr1964,@Mike_Pence @realDonaldTrump https://t.co/hDK6pXTkbD
plezurluvr,@Mike_Pence @VP @realDonaldTrump You have the power to stop the madness via the 25th Amendment. You are just as gui… https://t.co/fn4wPmR6yn
Whitney75890170,"@Mike_Pence The American Citizens that voted legally deserve their day in Court! Yes, Trump after going through the… https://t.co/QYExY1iBDi"
Ginny18420817,@Mike_Pence Hiiiii
boonununu,@Mike_Pence Republicans hate democracy
lpont117,@Mike_Pence So now you’re telling Georgians to vote in what you are in the SC saying it’s rigged? Which is it Mike?… https://t.co/0xrjoPTv15
KumudNui,"@Mike_Pence so do you, sir!"
Deb_Deb84,"@Mike_Pence It is not a miracle at any level. I see you still have your head in trumps azzzz. Oh Trumps loss, IS YOUR LOSS."
e_hospitality,@Mike_Pence Stupid GOP racial supremacists. The world is better without @realDonaldTrump and Republican warmongers.… https://t.co/2Yef1X3M11
WVRDRgrl,"@Mike_Pence @realDonaldTrump @realDonaldTrump is not our savior. Please stop making him out to be a saint, he isn't… https://t.co/ovhqg1GZRT"
RosaOwe45577222,@Mike_Pence Wow Trump telling ppl dnt vote 🗳 n you say vote this is bewildering to me n them
joelmunozjr1964,@Mike_Pence @realDonaldTrump @DeptofDefense https://t.co/hDK6pXTkbD
arevarc,@Mike_Pence @Perduesenate @KLoeffler Smells desperate Mike!
DemocratSwamp,"@Mike_Pence Hey, if CRIME FAMILY BOSS Joey Biden GETS TO BE PRESIDENT, he can PARDON Crime Family Lieutenant Jimmy,… https://t.co/5Qps9hpzjF"
joelmunozjr1964,@Mike_Pence @realDonaldTrump https://t.co/hDK6pXTkbD
CSanglye,@Mike_Pence I fully agree you. Our Korea becomes more worse the left sided and ugly radicalism.
SnowHedrick,RT @worriedForUSA: @Mike_Pence He deserves MULTIPLE days in court! CRIMINAL court with you as an accomplice!
ELZORRO91386796,@Mike_Pence You don’t believe in science !
TimRCarrigan,"@Mike_Pence Yes, like supporting American families when they need it or tax increases only for people over $400,000 per year."
SnowHedrick,@Mike_Pence Idiot
tigraimatter,@Mike_Pence  @AbiyAhmedAli  Mr Pence you said you are a man of fath. you said you are pro life. you care about the… https://t.co/x7IFbxOJKS
angpalmharborfl,@Mike_Pence And in jail
hinorobe,@Mike_Pence Mr.Trump is just using you as his puppet Mr.Pence.
smojo7,"@Mike_Pence should try to save his legacy and grow a pair. He should just come out and say, enough of this BS. We l… https://t.co/GaLfZUlsb4"
CrazyHappyFun1,@Mike_Pence Hell if the we vote then you say we cheated so it is a LOSE LOSE situation when it comes to TRUMP PENCE… https://t.co/AZu3ZnKvzq
CuriosDark,"@Mike_Pence @realDonaldTrump How many times have you bit your tongue saying ""under president @realDonaldTrump 's le… https://t.co/W7LGJU5xo8"
JillMHorton,@Mike_Pence Not seeing down sides here... And if we trim down the military's bloated budget we could afford things… https://t.co/jfJTAWMsHU
TLQ2016X,@Mike_Pence @Perduesenate @KLoeffler 亲爱的天父，我为川普总统祷告；我相信袮在我心中动工之下的内在良知的看见，川普总统所经历的，很多并非公平的关于他政绩的建议，而不怀着恶意与实际上的攻击;求袮帮… https://t.co/yycvGfgazN
Jesfukit,RT @Jesfukit: @Mike_Pence Antichrist say what
Jesfukit,@Mike_Pence Antichrist say what
dogwormbutt,@Mike_Pence no way this puppet virgin actually graduated high school. 😂😂😂😂😂😂😂😂😂😂😂
BartonJones12,@Mike_Pence We don’t want the globalist MRNA vax. We want access to therapeutics!
jweber231,@Mike_Pence STOP SPEWING HATE!
ELZORRO91386796,@Mike_Pence Higher crimes will be taking to the Supreme Court ! He will be given a day in court don’t you worry !
PissOffTrumpkin,RT @PissOffTrumpkin: @Mike_Pence I thought voting was irregular?  Idiot
ThatDurpyGuy,@Mike_Pence https://t.co/fShHeKClB7
PissOffTrumpkin,@Mike_Pence I thought voting was irregular?  Idiot
SusanaMacLean11,"@Mike_Pence @realDonaldTrump Except that other countries have the vaccine already, so."
nyourlittledog2,@Mike_Pence Stop with the “us and then” stuff. We are all Americans. You should be saying “vote for the best person… https://t.co/Iuj4R4blu5
JKneale,@Mike_Pence You two are the opposite of democracy why do you hate the usa?
CB5835,@Mike_Pence You cant Vote with a Giant Horse fly on your head during a nationally televised debate
whataboutyehi,@Mike_Pence Deserves his term in prison more like.
InUnfunky,RT @chrisknowsmarin: @Mike_Pence You make a better cheerleader @Mike_Pence
lindabu57802933,"@Mike_Pence Cannot people are so ridiculous in blaming trump for covid deaths,  but very typical of the left to blame !"
opivali,"@Mike_Pence @Perduesenate @KLoeffler Georgia, we need you to stay in the fight for integrity in our elections, stay… https://t.co/1jKOftspD5"
Joanbet,@Mike_Pence Okay folks... lets look at the scale.  On one side you vote for Republicans and THEY KEEP LETTING YOU D… https://t.co/XIY0sBsVHD
WolvesGuardians,@Mike_Pence Yes in criminal court  #TrumpCrimeFamily
Nue71070836,"@Mike_Pence 3,000 already lost that's 293,000 total death and you've haven't done shit to prevent those deaths you'… https://t.co/eT6yRC2VIa"
Cante12175815,@Mike_Pence Loser of the Year in Germany  https://t.co/tkc2yibuFx
bklyngrrl,@Mike_Pence @VP @realDonaldTrump You are a true blue COWARD
DavidPo64804303,@Mike_Pence @VP @realDonaldTrump Good news Pence. You get to be president for at least 1 day But you do have to obs… https://t.co/Yx49Ufk9D1
FreedomUSA629,@Mike_Pence More like dangerous medical insanity. What happens when covid mutates? What are the long term side effe… https://t.co/YA9pzLLzb8
lyingformoneyp1,@Mike_Pence Dork
Browneyegirl216,@Mike_Pence You would say anything about Trump. You would look away if he had sex with a minor or murdered someone… https://t.co/N4w3S3rYi3
rby_sterling,"@Mike_Pence We vote , but they cheat . And nobody does anything about it ."
stevenw49471818,@Mike_Pence He’s had more than a day and no he doesn’t deserve to be heard because all of his claims have been disp… https://t.co/chEW96HfRV
wonderboutyou,"@Mike_Pence @VP @realDonaldTrump That's nice.  Of course, nearly 300,000 people have died because you and your boss… https://t.co/seLSd5Hkj7"
Corrina_L525,"@Mike_Pence 40 days, dude. 40 days."
NedyBennett,@Mike_Pence Pence is a COWARD who cows to a bully instead of living his oath of office
carlosparisfr,"@Mike_Pence Yes, he'll have several days in Court next year."
gettinglost73,"@Mike_Pence he will get it. No evidence, see ya"
michaels39301,RT @CatherineRicha6: @Mike_Pence so is it rigged or not? Come on-get it straight.
cindymont52,@Mike_Pence @VP Please volunteer for the Mars mission ;)
julshenley,@Mike_Pence Fellow Americans/they. This ain’t how it works.
ashimchatterje4,@Mike_Pence Sure. But the petition is absurd.
James89253673,@Mike_Pence @Knoxruby55 More people die every day now from COVID19 than did in the events of 9/11/01
HenryAl07332400,@Mike_Pence DONALD TRUMP DIDN’T LOOSE THE ELECTION! He was fired by the American Voters!
stevenw49471818,@Mike_Pence @Perduesenate @KLoeffler Stay home republicans
RaulMar41499210,@Mike_Pence @realDonaldTrump @Perduesenate @KLoeffler Thank you Mr vice president this latino Trump follower salute you.
stevenw49471818,@Mike_Pence Well you still leave this up - scotus isn’t going to hear Paxton’s case and all votes have been verified - Trump lost
CatherineRicha6,@Mike_Pence so is it rigged or not? Come on-get it straight.
cindymont52,@Mike_Pence @VP @realDonaldTrump Figures you’d try &amp; give Trump the credit instead of the Scientists &amp; researchers.… https://t.co/HzG84HA1CI
4FaithLoveTruth,@Mike_Pence What exactly are you wishing the Supreme Court to do? Disenfranchise Black American voters? Keep white… https://t.co/A7uGBsojtG
dennyanyway,@Mike_Pence quite impressive how he praises himself and the orange face for something others have achieved. lying a… https://t.co/tbm3HOoMNn
grammashell57,@Mike_Pence Bye.🙋
ForRealFormica,@Mike_Pence Traitor
sondmer,@Mike_Pence @Perduesenate @KLoeffler Today we were attacked from within. By @POTUS @VP @senatemajldr @GOP   Two day… https://t.co/CiZmuolT0T
sondmer,"@Mike_Pence Today we were attacked from within. By @POTUS @VP @senatemajldr @GOP   Two days in a row, US had more… https://t.co/Qp8KLl19zw"
EzilKniezel,@Mike_Pence Rather be a radical lefty than a seditious Republican hellbent on destroying democracy at the behest of… https://t.co/xBf6qBkUMA
fran_strege,@Mike_Pence #💙Biden💙
JohnJSilva2,@Mike_Pence https://t.co/z7DJVCvZ1R
BlessedClerk,"@Mike_Pence Thank you for fighting the good fights,  for ""We the working People"" facing food, shelter and medical i… https://t.co/EegxLjZB53"
deeann_glossy,@Mike_Pence https://t.co/o8swM2CUYP
GrahamA71145540,@Mike_Pence Your FEALTY to your master makes me vomit
rosecolordglasz,@Mike_Pence Everyone was laughing at Pence.  Again. https://t.co/BcuFmiTT15
dm_pagan,"@Mike_Pence The agenda of Radical left being fair salaries, taxing the profits of the rich and corporations, loweri… https://t.co/W69XwX34Wf"
julshenley,"@Mike_Pence We did vote, and y’all still don’t want to hear it. Why should MAGA believe you care about votes. You s… https://t.co/j0ZIVQUHND"
HenryAl07332400,"@Mike_Pence @Perduesenate @KLoeffler As Donald’s SUPER SPREADER EVENTS continue to find victims,  He FIGHT’s the ri… https://t.co/q52wi4Ohjo"
TheOnlyMrSteve,"@Mike_Pence Georgia,we won presidency we can win the senate...VOT!🇺🇸 https://t.co/gnqZcta9Us"
KNortheyRealtor,@Mike_Pence @Perduesenate @KLoeffler BREAKING: Europe’s biggest news magazine just awarded Trump with the title “Lo… https://t.co/KyUb9cGw6w
TDude73,@Mike_Pence And you and Trump are gonna lose once again.
HenryAl07332400,"@Mike_Pence So from reading the tweets (from both sides) Donald Trump is not a smart man, because Joe outsmarted Do… https://t.co/AFFdN9ENvO"
AgirlOh,"@Mike_Pence Instead of worrying about if mother is going to be happy with you these days, you probably should be ex… https://t.co/97A9a07B27"
mmh2112,@Mike_Pence Science is pretty cool...
gill56085967,"@Mike_Pence Trumpet deserves his day in court and will get his ass kicked before he goes through the door,what misr… https://t.co/QFC06Mgpyj"
RodneyS48412283,@Mike_Pence They did vite you dufus moron and you@and cheeto lost. Now you want to invalidate the votes. Make up yo… https://t.co/e7NyabeYuC
EdwardsThad,"@Mike_Pence Stuff it, fascist."
2bit_voter_,@Mike_Pence THEY WILL TAKE YOUR BIRTHDAYS AWAY!
tmtVNvet,"@Mike_Pence Trump deserves his day in court alright, to face prosecution for his crimes against America."
TJules1999,@Mike_Pence It’s legal and Democrats don’t want it to happen because they know Trump will win #4moreyearstrump
RichardClip,@Mike_Pence Why should anyone vote if the election is 'rigged'? Isn't that a waste of time? Why vote for Rs who ref… https://t.co/Nu9BQWlnxw
langton_irene,@Mike_Pence FOR WHAT??😜
Wwolfhunt,"@Mike_Pence Actually, Trump deserves his day in court in New York! Again"
TuskBot,RT @AntKnowsMaui: @Mike_Pence All 50 States Certified Election Results Today‼️  Guess Who Won❓❓❓@JoeBiden @KamalaHarris   #OneTerm #Loser #…
Phoenix_Ranger,"@Mike_Pence Raising taxes only on those making over $400,000 a year. The military budget is the largest in the worl… https://t.co/OHqLkP25vE"
Cante12175815,@Mike_Pence @Perduesenate @KLoeffler Loser of the Year in Germany  https://t.co/tkc2yibuFx
takesonlife,RT @Rosemarie4311: @Mike_Pence https://t.co/rLKbEd3ENM
Carsonovich,@Mike_Pence @realDonaldTrump @Perduesenate @KLoeffler Honestly all you can do is laugh out loud at Pence.  Doesn’t… https://t.co/IhQ7LYpbG6
Cante12175815,@Mike_Pence Loser of the Year in Germany  https://t.co/tkc2yibuFx
jane82456,"@Mike_Pence @VP @UofSCSOMG BS.  As always, your lies are obvious.  No higher power approves of lying, Mike!"
GeniusLingo,"@Mike_Pence Let’s say, hypothetically, Russia had an asset in the White House. Their top priories would be:  - Sow… https://t.co/CQmyvqGXIg"
EdosAgbons,"@Mike_Pence @VP @realDonaldTrump Lies, is just America effort but that of world the uk has already started Vaccinating citizens."
Blaise7,@Mike_Pence But aren't elections rigged? Why bother?
attlot,@Mike_Pence trump deserves prison!!!!!!!
RichieInTopanga,@Mike_Pence @Perduesenate @KLoeffler https://t.co/16QkdcuP1q
takesonlife,@Mike_Pence Stop this insanity! https://t.co/fCt4Uv2tvK
sunny_g9,@Mike_Pence @Perduesenate @KLoeffler A handsome young patriotic spirit I see.
Mr_Trichiasis,@Mike_Pence see the woman shading her eyes.  Our Sun is brighter and our ghgs higher.  Not a good combination if yo… https://t.co/zJ5UkQwGTc
TomColunga1,@Mike_Pence Trump can’t get past lower Federal courts. The Supremes are just going to keep slamming the door in his… https://t.co/WftGONSChQ
Silvergt,"@Mike_Pence Trump, Republicans and your criminal activities will be investigated. All of you will be held accountable......"
ClevrTrev,@Mike_Pence @Perduesenate @KLoeffler The Pencil speaks of integrity. This world has gone to 💩
moira228,@Mike_Pence @realDonaldTrump @Perduesenate @KLoeffler You let almost THREE HUNDRED THOUSAND HUMAN BEINGS DIE YOU VILE OBSCENITY.
SallyBernal5,@Mike_Pence So the American people don’t deserve to have their voices heard at the poles . What a disgrace. Shame on you
StevetheOGDog,@Mike_Pence Fuck you im writing In Trump. Support trump! 🇺🇸
AnuRay50535149,"@Mike_Pence @VP @realDonaldTrump Under the same incompetent President, America has lost more than 250,000 people to… https://t.co/vasc1J632C"
Indiana93808480,@Mike_Pence You called it a miracle before anyone even got it yet? Thats called counting your chickens before they hatch.
1cdog,@Mike_Pence Don’t vote #republicans!
keepitsimpleabc,@Mike_Pence @JasonMillerinDC Who cares what Pence says anymore !!
NouWatNow,@Mike_Pence @Perduesenate @KLoeffler And make sure these Georgia elections are completely transparent and good proc… https://t.co/9hnIH18NUv
keepitsimpleabc,@Mike_Pence @JasonMillerinDC They were all counted and they are all legal and you can’t prove otherwise
karenderoode,"@Mike_Pence My fellow Americans, the corrupt and immoral Republican party deserves to lose EVERYTHING! #NoMoreGOP"
Caraboooo,"@Mike_Pence @VP @realDonaldTrump Shame on you,you call yourself a good Christian yet you do nothing while a narciss… https://t.co/rC3eXeeClk"
thewife1992,@Mike_Pence DJT must have ordered him to speak up. So he gets on Twitter and tells “people” to vote. We voted last month. Didn’t you?
kakanicat,"@Mike_Pence You and trump have already cut military and raised taxes. And, as a bonus,  you have killed nearly 300,… https://t.co/BQJb0Er46j"
PissedoffAmeri9,@Mike_Pence Does your mama know you’re out playing with him #PhonyChristian
FredRosa,@Mike_Pence Mike Pence is proof that Christianity is Evil......
Dancing_Rabbit,@Mike_Pence And you're #2 https://t.co/XGwfTEpIJj
qpeed3cml,@Mike_Pence Yes he does but for all the fraud corruption cronyism and to find out the limit of self pardoning
deeann_glossy,@Mike_Pence https://t.co/cNipYHH8hs
Carmenr1Carmen,@Mike_Pence Mike Pence is a traitor to our country! Fear mongering is their go to strategy!! Resign
JPR_Panic,"@Mike_Pence @VP @realDonaldTrump @DeptofDefense Chuck Yeager a Man of Honor, something you don't have. You are a di… https://t.co/b8i544DAgH"
avlgal,RT @AndyPopeInTheW1: @Mike_Pence Repeal the #GOPTaxScam !!!  #Warnock gonna take it anymore so vote your #Ossoff Georgia!!!
AntKnowsMaui,@Mike_Pence All 50 States Certified Election Results Today‼️  Guess Who Won❓❓❓@JoeBiden @KamalaHarris   #OneTerm… https://t.co/KgWXVKA9Gl
AnnShumate5,@Mike_Pence @realDonaldTrump @SpaceForceDoD You forgot your white sheet! You know who u are .lo
